station,year,month,day,mean_airT,max_airT,min_airT,max_groundT,min_groundT,suny_min
BNF,2013,7,30,24.75,29.4,21.6,41.5,24.4,240
BNF,2013,7,31,25.675,32.4,22,42.2,24.5,474
BNF,2013,8,1,25.7,30,22,42.2,24.7,72
BNF,2013,8,2,26.975,34.7,22.3,43.8,24.8,450
BNF,2013,8,3,26.225,31.8,22.3,40.8,24.9,348
BNF,2013,8,4,24.9,29.6,21,38.6,23.9,36
BNF,2013,8,5,24.85,32.4,21.4,41.9,23.4,444
BNF,2013,8,6,26.05,33.8,22.3,43.9,25.3,414
BNF,2013,8,7,25.925,32.6,21.5,45,24.4,432
BNF,2013,8,8,25.175,30.1,22.4,41.7,25.1,120
BNF,2013,8,9,23.475,28.4,21.4,41.6,22.9,72
BNF,2013,8,10,23.9,28.7,21.4,41.7,22.9,12
BNF,2013,8,11,24.775,30.6,21.5,42,24.4,336
BNF,2013,8,12,24.625,30.6,21.5,40.7,23.8,204
BNF,2013,8,13,25.45,33.6,21.5,41,22.4,456
BNF,2013,8,14,26.4,34.2,21.2,40.9,23.4,564
BNF,2013,8,15,26.6,34.3,21.1,59,23.3,534
BNF,2013,8,16,25.9,32.9,22,59,24.5,270
BNF,2013,8,17,24.625,30.4,20.4,59,22.7,78
BNF,2013,8,18,25.525,31.9,21.5,40.9,24.3,378
BNF,2013,8,19,24.475,30.9,19.9,39.3,23.4,150
BNF,2013,8,20,25.3,33.5,22.3,41.8,24.9,264
BNF,2013,8,21,24.5,32.3,21,41.8,22.6,234
BNF,2013,8,22,25.825,33.4,21.5,40.4,24.2,426
BNF,2013,8,23,26.6,33.4,22,40.6,24.7,390
BNF,2013,8,24,25.225,27.6,22.9,31,25.7,0
BNF,2013,8,25,22.975,25.5,21.7,26.2,23.4,0
BNF,2013,8,26,24.1,30.2,20.7,41.3,22.9,300
BNF,2013,8,27,25.025,29.8,20.8,41.2,24.1,138
BNF,2013,8,28,26.65,33.6,22.5,42.6,24.8,540
BNF,2013,8,29,26.575,33.6,22,41.8,24.5,462
BNF,2013,8,30,25.7,31.4,22,40.6,25.2,54
BNF,2013,8,31,25.45,31.5,22,40.6,24.4,300
BNF,2013,9,1,25.825,31.7,22,43.8,24.4,264
BNF,2013,9,2,24.825,30.2,21.9,43.8,24.3,84
BNF,2013,9,3,24.85,30.8,21.5,43.8,22.5,162
BNF,2013,9,4,24.8,28.6,22.1,33.2,24.1,0
BNF,2013,9,5,24.9,29.5,22.5,37.8,24.9,66
BNF,2013,9,6,23.475,26.9,21.4,31.6,22.5,0
BNF,2013,9,7,24.5,30.2,21,39.6,23.4,294
BNF,2013,9,8,24.05,31.4,21.5,39.7,24.2,300
BNF,2013,9,9,24.6,30.6,21,39.9,23.2,186
BNF,2013,9,10,25.45,32.1,21,41.1,23.3,456
BNF,2013,9,11,25.725,33.2,20.9,41.9,23.3,480
BNF,2013,9,12,24.325,32.3,20.9,42.3,23.3,420
BNF,2013,9,13,25.25,32.7,20.8,43.8,23.4,348
BNF,2013,9,14,25.95,33.8,21.2,43.2,23.4,504
BNF,2013,9,15,24.575,30.5,21,43.1,23.2,198
BNF,2013,9,16,24.075,29.7,21.2,39.1,23.1,168
BNF,2013,9,17,24.9,31.9,21.4,38.6,23.4,348
BNF,2013,9,18,26,33.3,21.3,40.6,23.5,552
BNF,2013,9,19,26.5,33.3,22.4,41.8,24.4,462
BNF,2013,9,20,24.6,30.2,20.3,39.1,22.9,198
BNF,2013,9,21,25.4,32.8,20.4,42.3,22.9,396
BNF,2013,9,22,25.15,32.9,20.5,54,22.9,396
BNF,2013,9,23,25.65,32.6,21.3,51.9,23.9,270
BNF,2013,9,24,24.475,31.8,20.5,52,23.4,186
BNF,2013,9,25,24.5,28.1,22.2,34,23.9,24
BNF,2013,9,26,23.275,26.6,21.2,34.1,24.2,0
BNF,2013,9,27,24.2,29.8,20.5,39.2,23,162
BNF,2013,9,28,24.25,30.9,20.3,39.5,23,276
BNF,2013,9,29,23.675,31.4,20.1,40,23.2,420
BNF,2013,9,30,22.2,31.4,16.5,41.4,20.1,474
BNF,2013,10,1,22.1,29.2,17.3,36.8,20.5,162
BNF,2013,10,2,24.35,32.1,20,48.1,22.2,264
BNF,2013,10,3,24.275,32.1,20,46.7,22.8,438
BNF,2013,10,4,24.325,31.8,19.5,48.7,22.6,450
BNF,2013,10,5,24.675,32.1,19.5,54.2,22.6,348
BNF,2013,10,6,23.275,28.3,19.5,32.1,23.8,24
BNF,2013,10,7,23.825,30.7,19.7,42.7,22.2,426
BNF,2013,10,8,22.325,30.8,16.8,46.6,19.2,522
BNF,2013,10,9,21.225,30.8,16,47.6,19.3,432
BNF,2013,10,10,21.55,31,16.4,47.6,19.5,402
BNF,2013,10,11,22.5,30.8,18,49.2,20,384
BNF,2013,10,12,21.625,31.2,16.3,50.3,19.2,450
BNF,2013,10,13,21.775,31.1,16,49.3,19,420
BNF,2013,10,14,23.275,31.7,18.1,48.5,21.3,318
BNF,2013,10,15,23.125,31.9,18.3,50.3,19.7,354
BNF,2013,10,16,23.65,31.8,18,51.5,20.7,330
BNF,2013,10,17,22.975,27.8,19,40.1,22.2,0
BNF,2013,10,18,21.975,25.7,19.4,34,21.9,0
BNF,2013,10,19,21.475,23.4,19.8,27.5,21.3,0
BNF,2013,10,20,22.35,27.3,19.5,35.5,21.9,18
BNF,2013,10,21,22,27.2,19.6,35.6,21.8,0
BNF,2013,10,22,21.875,25.1,20,32.3,21.4,12
BNF,2013,10,23,21.6,26.3,18.9,32.4,20.7,36
BNF,2013,10,24,20.4,25.1,17.5,33.8,20.4,96
BNF,2013,10,25,19.775,27.2,16.2,35,18.6,450
BNF,2013,10,26,19.7,26.3,15,33.5,18.2,258
BNF,2013,10,27,19.95,24.9,15.8,32.1,19.3,108
BNF,2013,10,28,18.775,24.8,17.1,22.6,19.3,0
BNF,2013,10,29,19.95,22.7,17.8,25.8,19.1,24
BNF,2013,10,30,21.8,27.8,19,36.2,20.4,282
BNF,2013,10,31,22,30.4,17.7,37.2,20.1,516
BNF,2013,11,1,20.8,30.2,16.5,35.5,19.6,348
BNF,2013,11,2,20.675,30,16.5,35.4,20,372
BNF,2013,11,3,20.65,30.8,16,36.5,19.3,402
BNF,2013,11,4,20.825,30.8,15.8,47.3,18.7,402
BNF,2013,11,5,20.625,29,16.4,47.7,19.3,396
BNF,2013,11,6,19.875,29.2,15.2,49.3,18.8,396
BNF,2013,11,7,19.975,28.9,15.6,50.4,18.8,408
BNF,2013,11,8,19.3,28.5,14.7,47.8,18.4,396
BNF,2013,11,9,20.35,29.8,15,52,18.3,408
BNF,2013,11,10,21.525,30.2,16.3,52.5,19.3,426
BNF,2013,11,11,21.525,29.2,17.5,50.9,20.2,384
BNF,2013,11,12,22.25,31.1,17.5,53.2,20.4,282
BNF,2013,11,13,23,31.2,19,53.2,21.3,414
BNF,2013,11,14,22.9,30.4,18.5,53.2,20.7,264
BNF,2013,11,15,22.975,28.9,19.4,54.4,22.2,306
BNF,2013,11,16,21.45,29.1,16.5,53.4,19.6,306
BNF,2013,11,17,21.15,28,16.4,49.1,19.1,174
BNF,2013,11,18,21.675,28,17.4,50.1,18.8,198
BNF,2013,11,19,21.1,25.1,19,37.3,21.6,18
BNF,2013,11,20,20.775,26.9,17.9,46.4,19.4,348
BNF,2013,11,21,20.45,27.8,16.1,52.6,17.6,438
BNF,2013,11,22,20,27.6,15.6,50.9,18,390
BNF,2013,11,23,19.95,28,15.6,49.1,18.3,300
BNF,2013,11,24,20.3,28.5,16.8,49.6,18.9,402
BNF,2013,11,25,18.65,27.8,13.1,47.4,16.2,420
BNF,2013,11,26,20.425,28.9,15.6,43.4,17.8,360
BNF,2013,11,27,22.05,29.6,17.9,36.5,19.9,444
BNF,2013,11,28,22.35,29.4,18.4,37,20.8,378
BNF,2013,11,29,18.25,23.2,16.6,23,19.2,0
BNF,2013,11,30,17.45,21.1,15.6,24.8,17.3,0
BNF,2013,12,1,18.2,22.1,15.6,30.6,16.7,36
BNF,2013,12,2,18.775,24.9,14.3,36.4,16.4,204
BNF,2013,12,3,18.2,26.1,14.2,35.6,15.3,378
BNF,2013,12,4,17.3,24.3,13.5,37.9,15.4,228
BNF,2013,12,5,16.975,25.4,12.9,40.7,13.5,294
BNF,2013,12,6,17.975,26.1,13.9,45.3,16.4,360
BNF,2013,12,7,17.175,25.4,12.1,45.2,13.9,354
BNF,2013,12,8,16.675,25.6,12.4,42.4,14,234
BNF,2013,12,9,16.825,22.3,13.1,28.2,14.5,0
BNF,2013,12,10,18.55,22.6,16.1,32.6,17.4,0
BNF,2013,12,11,18.45,21.7,16.1,30.5,17.1,372
BNF,2013,12,12,19.35,27.1,15.6,45.9,17.3,180
BNF,2013,12,13,17.35,23.6,14.5,40,16.3,0
BNF,2013,12,14,17.3,21.1,16.6,21,17.8,0
BNF,2013,12,15,13.425,18.5,12.3,20.7,13.6,0
BNF,2013,12,16,10.875,12.9,8,16.4,10.6,0
BNF,2013,12,17,10.1,19,6.5,26.5,9.4,126
BNF,2013,12,18,10.425,20,5.5,26.8,8.8,360
BNF,2013,12,19,10.525,19.6,5,31.1,8.4,390
BNF,2013,12,20,10.575,20.8,5.2,32.5,8.3,318
BNF,2013,12,21,11.55,22.1,5.8,32.5,8.5,324
BNF,2013,12,22,11.875,20.5,6.6,32.1,8.4,276
BNF,2013,12,23,12.3,22.4,6.6,33.3,8.8,348
BNF,2013,12,24,14.35,23.5,8.6,32.9,10,336
BNF,2013,12,25,15.65,24.5,10.6,37.1,11.4,384
BNF,2013,12,26,16.125,24.9,10.5,39.9,11.4,402
BNF,2013,12,27,15.875,23.6,10.7,38.9,12,234
BNF,2013,12,28,16.8,25.1,12.1,40.3,14.7,420
BNF,2013,12,29,16.975,25.2,12.4,43.1,13.5,414
BNF,2013,12,30,15.975,24.9,11.6,40.2,13.7,384
BNF,2013,12,31,16.05,25.1,10.9,40.9,12.9,384
BNF,2014,1,1,16.15,24.2,10.6,42.1,13,414
BNF,2014,1,2,17.15,26.6,11.7,43.1,14,456
BNF,2014,1,3,16.425,27.1,11.6,41.4,13.1,276
BNF,2014,1,4,15.9,26.6,11.2,43,13.2,336
BNF,2014,1,5,17.4,27.6,11.6,42.1,14.4,396
BNF,2014,1,6,16.75,24.9,12.9,35,15.3,90
BNF,2014,1,7,16.4,26.6,13,36.8,14.7,234
BNF,2014,1,8,16,26.9,10.9,38.4,13.5,366
BNF,2014,1,9,15.9,27.6,10.7,43.4,13.5,348
BNF,2014,1,10,17.15,26.6,10.9,45,13.9,420
BNF,2014,1,11,18.075,27.2,12.5,44.4,14.5,372
BNF,2014,1,12,17.525,27.4,12.7,44.9,14.7,366
BNF,2014,1,13,18.175,26.8,12.6,46.9,14.8,432
BNF,2014,1,14,15.75,21.9,13.1,30.1,15.7,0
BNF,2014,1,15,15.55,23.6,11.2,46,13,282
BNF,2014,1,16,16.2,25.6,10,44.7,13,402
BNF,2014,1,17,17,26.7,11.6,44.4,14.4,432
BNF,2014,1,18,15.475,23.2,9.9,42.4,12.6,318
BNF,2014,1,19,13.7,22.1,8,37.4,10.1,366
BNF,2014,1,20,13.575,22.4,7.9,36.8,11,204
BNF,2014,1,21,14.925,23.6,9.6,39.6,11.9,474
BNF,2014,1,22,13.125,22.6,6.5,41.4,9.4,372
BNF,2014,1,23,13.075,25,6,41.3,5.4,384
BNF,2014,1,24,14.8,27.2,7.5,44.3,8.9,390
BNF,2014,1,25,16.1,28.1,9.3,46.5,10.4,390
BNF,2014,1,26,17.275,29.2,10.3,48.6,10.5,420
BNF,2014,1,27,17.7,28.6,10.5,48.9,10.9,402
BNF,2014,1,28,18.15,29.3,11.8,51.7,12.5,372
BNF,2014,1,29,18.45,28.7,11.9,47.3,12.5,378
BNF,2014,1,30,17.55,28.6,10.1,39.6,12.5,498
BNF,2014,1,31,17.7,29.6,8.5,41.5,10.1,486
BNF,2014,2,1,17.05,29.6,9.1,40.4,10,426
BNF,2014,2,2,16.4,30,7.5,47,8.9,486
BNF,2014,2,3,16.275,29.5,7.5,46.8,14,462
BNF,2014,2,4,16.15,29.5,6.5,46.8,7.5,498
BNF,2014,2,5,17.525,30.6,8.1,49,9.8,504
BNF,2014,2,6,17.8,30.8,8.1,46,10.5,510
BNF,2014,2,7,18.5,30.1,9.9,46.5,11.5,510
BNF,2014,2,8,18.4,30.1,9.6,46.4,12.2,510
BNF,2014,2,9,18.375,29.6,9.2,45.4,11.4,468
BNF,2014,2,10,17.675,29.6,8.6,44,11.1,414
BNF,2014,2,11,18.325,28.9,9.6,43.9,12,420
BNF,2014,2,12,18.475,29.1,9.9,40.4,12,360
BNF,2014,2,13,18.675,29.1,11,42.3,12.4,414
BNF,2014,2,14,19.625,29.4,12.2,43.4,14.3,348
BNF,2014,2,15,18.925,29.1,10.6,45.1,12.5,384
BNF,2014,2,16,20.35,31.6,11.4,42.9,13,438
BNF,2014,2,17,21.525,31.6,11.4,44.4,13.5,468
BNF,2014,2,18,21.35,30.6,13.2,45.2,14.9,330
BNF,2014,2,19,19.45,25.6,13.4,38.9,14.5,306
BNF,2014,2,20,17.525,25.9,9.3,43.4,12,474
BNF,2014,2,21,18.75,29.6,10.5,45.4,10.7,432
BNF,2014,2,22,20.875,30.7,12.9,50.9,13.5,420
BNF,2014,2,23,20.7,32.4,11.5,52.5,13.5,522
BNF,2014,2,24,21.075,32.6,11.6,52.6,13.9,510
BNF,2014,2,25,21.225,32.7,12,52.5,13.8,498
BNF,2014,2,26,20.175,32.6,10.1,53.1,10.4,534
BNF,2014,2,27,20.3,32.7,10.9,52.6,12.5,480
BNF,2014,2,28,20.85,33.6,11.5,54.1,13.5,504
BNF,2014,3,1,21.125,34.6,11.2,55.6,13.8,547
BNF,2014,3,2,20.575,34.4,10.5,54.6,12.9,528
BNF,2014,3,3,20.625,33.6,10.4,52.2,11.9,540
BNF,2014,3,4,21.225,33.6,12.1,53.5,13.9,522
BNF,2014,3,5,21.65,33.8,12.1,52.8,14.9,378
BNF,2014,3,6,20.775,33.1,11.6,52.6,12.5,528
BNF,2014,3,7,20.725,33.2,10.6,54.1,12.9,504
BNF,2014,3,8,20.8,33.6,10.9,51.6,13.5,546
BNF,2014,3,9,21.675,34,13.1,53.6,14.4,486
BNF,2014,3,10,21.35,31,12.6,48.3,14.5,378
BNF,2014,3,11,22.5,31.6,14.8,49.6,16.9,324
BNF,2014,3,12,22.9,33.6,15.1,53.1,16.9,462
BNF,2014,3,13,20.9,33.6,11.7,52.1,14,504
BNF,2014,3,14,19.8,30.7,11.9,43.9,14.4,444
BNF,2014,3,15,21,28.4,14.3,43.8,15.9,318
BNF,2014,3,16,23.45,34.6,16.9,49.1,18.8,438
BNF,2014,3,17,22.25,32.9,14.3,46.8,16.4,438
BNF,2014,3,18,22.4,35.1,14.9,48.1,17.2,66
BNF,2014,3,19,20.925,33.9,12.1,49.6,14.5,480
BNF,2014,3,20,20.65,32.5,12.1,46.9,14.8,444
BNF,2014,3,21,19.625,32.6,13.1,36.6,14.5,216
BNF,2014,3,22,19.3,25.6,15.1,32.5,16.7,0
BNF,2014,3,23,19,23.6,15,28.4,17.3,0
BNF,2014,3,24,20.075,26.9,15.6,33.5,18.3,312
BNF,2014,3,25,20.95,31.4,15.4,37,18.2,408
BNF,2014,3,26,22.175,33.2,15.6,38.2,19.1,354
BNF,2014,3,27,22.65,33.6,14.6,40.3,17.2,492
BNF,2014,3,28,22.4,34.6,13.6,41,16.4,498
BNF,2014,3,29,22.775,34.5,14.3,43.9,16.4,456
BNF,2014,3,30,23.725,34.9,16.1,44.4,18.3,432
BNF,2014,3,31,24.3,34.6,16.9,45.4,18.7,408
BNF,2014,4,1,24.05,33.1,17.5,41.9,19.3,366
BNF,2014,4,2,23.65,34.1,16.1,48.4,16.4,456
BNF,2014,4,3,22.375,33.8,13.9,48.1,14.9,534
BNF,2014,4,4,20.875,30.5,14.1,39.4,16.4,96
BNF,2014,4,5,20.475,27.2,15.9,32.1,17.9,234
BNF,2014,4,6,22.15,29.8,16.6,36.2,19.3,300
BNF,2014,4,7,21.7,30.4,15.6,36.8,17.9,408
BNF,2014,4,8,23.95,32.6,17.1,39.7,19.3,456
BNF,2014,4,9,24.5,32.7,18.2,40.2,20.2,342
BNF,2014,4,10,25.125,35.2,18.1,42.3,19.2,438
BNF,2014,4,11,25.375,35.6,18.1,41.4,19.3,402
BNF,2014,4,12,25.55,35.2,18.9,45.1,19.4,402
BNF,2014,4,13,25.2,35.9,17.5,46.4,19.2,516
BNF,2014,4,14,25.1,34.6,17.2,44.3,19,444
BNF,2014,4,15,26,34.6,20.1,46.9,21.2,390
BNF,2014,4,16,25.475,35.1,18.9,52.4,19.9,414
BNF,2014,4,17,25.275,35.4,17.4,51.9,19.3,456
BNF,2014,4,18,25.7,35.7,18.1,51.9,18.8,510
BNF,2014,4,19,25.575,36.5,18.8,54.3,20.3,438
BNF,2014,4,20,25.525,35.7,17.7,52.9,20.3,384
BNF,2014,4,21,27.25,36.1,20.5,53.9,22.4,336
BNF,2014,4,22,28.05,38.2,20.6,55.9,22.5,396
BNF,2014,4,23,28.05,38.1,20.1,54.7,21.9,426
BNF,2014,4,24,27.65,37.7,20.4,56.4,21.9,468
BNF,2014,4,25,27.3,36.7,21,57.7,23.4,420
BNF,2014,4,26,26.65,35.5,19.1,57.5,21.4,444
BNF,2014,4,27,26.9,36.3,19.9,58.8,19.9,456
BNF,2014,4,28,24,32,19.1,46.4,20.9,78
BNF,2014,4,29,23.15,29.9,18,50.3,18.8,84
BNF,2014,4,30,23.65,34.2,19.5,54.9,21.9,318
BNF,2014,5,1,22.85,31.8,17.6,38.6,19.3,384
BNF,2014,5,2,24.75,31.7,18.9,39.4,21.3,234
BNF,2014,5,3,23.425,30,19.5,39.3,21.9,258
BNF,2014,5,4,24.2,31.6,18.9,38.8,20.9,384
BNF,2014,5,5,25.6,33.6,18.9,41.9,20.3,432
BNF,2014,5,6,23.325,33.6,19.5,41.7,21.9,132
BNF,2014,5,7,22.975,31.1,18.6,41.9,20.4,192
BNF,2014,5,8,21.6,26.6,18.1,40.8,20.9,210
BNF,2014,5,9,24.65,32.6,19.6,48.4,20.3,348
BNF,2014,5,10,26.075,33.6,20,45.7,22.3,456
BNF,2014,5,11,26.1,33.9,20.4,46,22.9,468
BNF,2014,5,12,26.1,34.1,20.9,46.4,22.7,486
BNF,2014,5,13,27.55,35.1,21.1,46,22.9,564
BNF,2014,5,14,26.475,36.1,17.1,48.4,19.3,624
BNF,2014,5,15,27.375,36.2,17.6,59.9,19.7,600
BNF,2014,5,16,26.825,35.1,21.6,60.6,22.4,510
BNF,2014,5,17,27.15,36.5,21.5,58,23.4,468
BNF,2014,5,18,27.7,36.5,20.1,56,21.9,558
BNF,2014,5,19,27.85,36.6,20.6,60.5,22.4,510
BNF,2014,5,20,27.325,36.5,20.5,62.1,22.4,558
BNF,2014,5,21,28.075,36.6,22.1,59.5,24,462
BNF,2014,5,22,27.275,35.3,22.4,45.2,24.2,462
BNF,2014,5,23,24.6,33.6,21.6,39.4,23.9,156
BNF,2014,5,24,27.625,36.1,21.5,46.3,23.9,474
BNF,2014,5,25,26.75,34.9,21.1,47.9,23,306
BNF,2014,5,26,24.975,34.9,20.1,47.4,21.9,384
BNF,2014,5,27,27.375,36.5,20.5,53.1,22.3,528
BNF,2014,5,28,28.5,36.5,20.8,65.1,22.9,522
BNF,2014,5,29,29.225,36.1,22.5,63.9,24.8,552
BNF,2014,5,30,27.9,36.2,21.1,65,24.4,522
BNF,2014,5,31,27.95,36.6,21.1,64.7,24.4,534
BNF,2014,6,1,27.775,36.1,22.1,64.8,26,360
BNF,2014,6,2,27.475,36.7,21.2,59.4,24.4,540
BNF,2014,6,3,28.75,37.6,20.9,62,24.3,540
BNF,2014,6,4,29.975,38.1,22.1,66.4,24.8,582
BNF,2014,6,5,29.1,36.9,23.1,60.5,26.4,354
BNF,2014,6,6,27.725,36.1,21.2,63.1,24.8,390
BNF,2014,6,7,27.075,36.1,22.3,66.5,25,282
BNF,2014,6,8,26.4,32.9,23.1,43.7,24.8,192
BNF,2014,6,9,26.575,31.9,22.4,49.4,24.4,228
BNF,2014,6,10,27.25,33.5,22.1,45.7,24.4,252
BNF,2014,6,11,27.05,34,22.1,54.3,24.5,210
BNF,2014,6,12,25.675,32.3,22.1,44.4,24.8,144
BNF,2014,6,13,26.525,31.6,22.1,40.8,24.8,186
BNF,2014,6,14,25.775,30.5,21.9,39.7,24.1,204
BNF,2014,6,15,25.4,31.9,21.1,38.9,23.9,240
BNF,2014,6,16,27.35,34.6,22.1,42.4,25,414
BNF,2014,6,17,26.925,33.6,22.1,42.9,24.4,246
BNF,2014,6,18,25.475,33.4,21.6,42.9,23.9,150
BNF,2014,6,19,26.6,31.1,22.6,39.5,24.9,162
BNF,2014,6,20,26.2,33.1,21.2,41,23.7,240
BNF,2014,6,21,27.275,32.2,22,42.9,24.4,84
BNF,2014,6,22,27.45,32.6,22.6,42.6,25.4,150
BNF,2014,6,23,27.95,35.1,22.1,42.9,23.9,432
BNF,2014,6,24,27.05,31.6,22.6,43.2,24.8,192
BNF,2014,6,25,26.75,33.5,22,42.3,24.5,198
BNF,2014,6,26,27.85,33.1,22.6,46.2,24.8,300
BNF,2014,6,27,27.7,33.6,22.5,43.1,24.4,366
BNF,2014,6,28,26.6,34.1,21.6,49.4,23.4,264
BNF,2014,6,29,24.325,28.8,21.6,38.3,24.3,48
BNF,2014,6,30,25.525,33.5,21.1,43,23.2,354
BNF,2014,7,1,27.125,32.6,22.4,44.7,24.7,510
BNF,2014,7,2,26.275,29.6,23.1,44.8,24.9,108
BNF,2014,7,3,25.475,30.9,22.2,40.6,24.4,24
BNF,2014,7,4,26.375,30.7,21.6,46.4,23.3,312
BNF,2014,7,5,27.025,34.4,22.9,45.9,25,282
BNF,2014,7,6,24.95,28.5,22.1,33.5,23.9,0
BNF,2014,7,7,25.95,31.1,23.1,44.9,25,132
BNF,2014,7,8,24.75,31.3,22,44.7,24.9,216
BNF,2014,7,9,27,34.2,22.1,49,24.3,564
BNF,2014,7,10,26.875,31.9,22.6,49.2,25,384
BNF,2014,7,11,26.975,33,22.3,41.6,24.4,324
BNF,2014,7,12,26.1,29.5,22.9,49.2,25.5,66
BNF,2014,7,13,24.925,28.5,22.3,39.8,24.5,102
BNF,2014,7,14,25.675,31.9,21.6,48.2,23.8,438
BNF,2014,7,15,25.95,31.7,20.5,44.4,23.1,396
BNF,2014,7,16,25.9,30.9,21.6,45.4,23.8,312
BNF,2014,7,17,26.325,33.1,21.6,44.5,24,414
BNF,2014,7,18,25.325,28.6,22.6,38.4,24.3,0
BNF,2014,7,19,26.85,33.6,22.1,46.9,24.5,510
BNF,2014,7,20,24.725,28.6,22.1,35.6,24.4,0
BNF,2014,7,21,23.9,25.9,21.5,35.7,23.4,0
BNF,2014,7,22,23.875,27.3,21.5,34.4,23.9,0
BNF,2014,7,23,24.35,28.6,21.2,40.7,23.4,0
BNF,2014,7,24,26.325,32.2,21.6,45.4,23.4,498
BNF,2014,7,25,26.3,32.9,21.5,48.2,23.8,270
BNF,2014,7,26,25.425,31.6,21.6,45.9,24,222
BNF,2014,7,27,25.5,31.6,21.2,47.4,23,294
BNF,2014,7,28,25.5,32.6,21.6,47.3,24.4,330
BNF,2014,7,29,25.25,30.6,21.4,44.7,23.5,144
BNF,2014,7,30,25.975,33.6,21.6,46.3,24,336
BNF,2014,7,31,26.725,34.5,21.6,44.6,23.9,390
BNF,2014,8,1,27.8,34.6,22.1,46.6,24.4,450
BNF,2014,8,2,25.175,30.4,21.5,44.3,23.9,96
BNF,2014,8,3,24.1,29.8,20.9,44.4,23.5,114
BNF,2014,8,4,25.75,31.9,21.7,41.3,24,252
BNF,2014,8,5,25.375,32.3,22.8,45.7,25.4,192
BNF,2014,8,6,25.775,32.9,21.2,45.3,23.5,204
BNF,2014,8,7,26.1,30.7,22.4,44.4,24.4,186
BNF,2014,8,8,25.2,30.5,22.7,44.4,24.9,174
BNF,2014,8,9,25.05,30.5,21.6,44.3,23.9,114
BNF,2014,8,10,25.625,31.2,21.6,44.4,23.4,162
BNF,2014,8,11,26.425,31.7,21.8,45.4,23.8,300
BNF,2014,8,12,26.7,30.8,22.6,43.4,25,84
BNF,2014,8,13,24.225,25.6,22.7,31.6,24.6,0
BNF,2014,8,14,23.225,25.7,20.5,31.2,23,0
BNF,2014,8,15,23.7,28.6,20.6,38.4,22.3,90
BNF,2014,8,16,23.825,29.2,21.5,43.4,23.9,228
BNF,2014,8,17,25.15,29.9,21,39.9,23.8,132
BNF,2014,8,18,26.125,32.2,21.5,44.9,24.4,276
BNF,2014,8,19,24.3,27.3,21.7,30,24.3,0
BNF,2014,8,20,25.475,31.3,21.6,42.7,23.8,126
BNF,2014,8,21,25.95,31.6,21,43.3,22.4,342
BNF,2014,8,22,25.5,32.6,21.5,44.3,23.5,324
BNF,2014,8,23,26.15,32.6,21.6,44.9,24.4,378
BNF,2014,8,24,24.875,32.1,21.6,42.9,23.5,210
BNF,2014,8,25,24.275,31.4,19.6,45.3,22.5,372
BNF,2014,8,26,25.675,32.1,21,45.3,23.5,432
BNF,2014,8,27,25.25,33.1,19.9,45.2,22.9,510
BNF,2014,8,28,26.175,33.5,20.5,44.5,23.2,618
BNF,2014,8,29,24.825,28.6,21.6,37.4,24.4,42
BNF,2014,8,30,24.625,31.6,20.5,43.9,23,222
BNF,2014,8,31,26.25,33.6,21.1,45.6,23.8,552
BNF,2014,9,1,26.4,34.6,20.4,45.9,22.9,516
BNF,2014,9,2,25.525,32.5,21,47.4,23.5,360
BNF,2014,9,3,25.225,30.4,20.5,43.3,23,78
BNF,2014,9,4,25.65,32.6,21.5,43.4,24.4,408
BNF,2014,9,5,26.375,32.6,21.5,55.7,24.4,234
BNF,2014,9,6,25.775,32.6,21.9,44.4,24.9,282
BNF,2014,9,7,26.05,33.6,20.8,57.9,23.9,456
BNF,2014,9,8,26.25,33.2,20.5,59.9,23.5,444
BNF,2014,9,9,26.925,34.6,21,57.6,23.4,462
BNF,2014,9,10,26.025,33.6,21.4,54.3,24.4,120
BNF,2014,9,11,26.85,34.6,21.1,58.7,24.9,450
BNF,2014,9,12,27.1,34.6,21.4,59.6,25.4,450
BNF,2014,9,13,26.525,34.7,19.5,60.3,24.1,528
BNF,2014,9,14,26.325,32.1,21.6,54.9,25,210
BNF,2014,9,15,27.175,35.1,22.1,61.7,24.7,480
BNF,2014,9,16,25.9,33.5,21.9,57.5,24.9,474
BNF,2014,9,17,22.4,29.2,19.5,38.7,23,24
BNF,2014,9,18,24.45,29.5,19.5,39.1,22.3,108
BNF,2014,9,19,25.2,30.8,21.5,40.7,24.4,156
BNF,2014,9,20,25.4,31.9,21,41,24.1,276
BNF,2014,9,21,24.425,31.8,21.4,34.4,24.4,24
BNF,2014,9,22,24.45,31.6,19.1,39.9,22.3,228
BNF,2014,9,23,25.125,31.2,20.9,38.9,23.8,342
BNF,2014,9,24,24.4,30.6,20.9,39.3,23.4,186
BNF,2014,9,25,24.45,30.1,20.1,39.3,23.3,138
BNF,2014,9,26,24.45,31.2,19.5,39.7,22,198
BNF,2014,9,27,25.175,32.1,20.5,49.8,22,306
BNF,2014,9,28,25.4,33.1,20.5,56.8,23,402
BNF,2014,9,29,24.725,31.9,20.4,54.3,22,168
BNF,2014,9,30,25.025,31.4,20.1,52.9,18.9,474
BNF,2014,10,1,25.275,32.8,19.9,56,22.6,408
BNF,2014,10,2,25.05,32.6,19.5,58.2,23,384
BNF,2014,10,3,24.2,32.1,18.9,58.5,22.2,330
BNF,2014,10,4,23.6,31.8,17.6,55.9,21.4,426
BNF,2014,10,5,23.575,30.9,17.7,53,22.8,222
